name,country,city,type,address,website,email,phone,status
Futon Shop since 1994 ...,France,Montpellier,Japanese store,"33 Bd du Jeu de Paume, 34000 Montpellier, France",http://www.futon-boutique.com/,contact@futon-boutique.com,04 67 66 46 46,contacted
Sushi Kawaii Montpellier,France,Montpellier,Japanese store,"58 Rue Saint-Guilhem, 34000 Montpellier, France",https://www.sushi-kawaii.fr/,contact.sushi.kawaii@gmail.com,04 67 82 88 28,contacted
AURA Rituel - Montpellier,France,Montpellier,Japanese store,"153 Av. Saint-Charles, 34090 Montpellier, France",https://spa.center.ivof.com/aura-rituel/,info@ivof.com,04 67 87 38 81,contacted
"Super Glue Cyano Colle21 By CASU Danilo, producteur de colles Cyano et accessoires, magasin modélisme Montpellier.",France,Montpellier,hobby shop,"115 Rue de la Font de la Banquière, 34000 Montpellier, France",https://www.colle21.com/,contact@colle21.com,09 83 78 02 00,contacted
Le Géant des Beaux-Arts Montpellier,France,Montpellier,hobby shop,"1464 Av. de l'Europe, 34170 Castelnau-le-Lez, France",https://www.geant-beaux-arts.fr/,bienvenue@geant-beaux-arts.fr,04 99 65 16 50,contacted
La Mercerie,France,Montpellier,hobby shop,"23 Rue des Étuves, 34000 Montpellier, France",https://lamerceriemontpellier.com/,lamercerie34@gmail.com,04 67 66 26 56,contacted
le fabuleux bazar,France,Montpellier,gift shop,"15 Rue du Cheval Vert, 34000 Montpellier, France",https://www.le-fabuleux-bazar.fr/,lefabuleuxbazar@free.fr,09 52 35 30 80,contacted
Oxygen,France,Montpellier,gift shop,"13 Rue de l'Ancien Courrier, 34000 Montpellier, France",http://www.oxygenconceptstore.fr/,oxygenmtp@gmail.comrequ,04 67 66 27 59,
L'écusson Voyageur,France,Montpellier,gift shop,"30 All. Jean de Lattre de Tassigny, 34000 Montpellier, France",http://lecussonvoyageur.fr/,lecussonvoyageur@gmail.com,06 65 22 15 52,contacted
Les Créatures,France,Montpellier,concept store,"30 Rue de l'Aiguillerie, 34000 Montpellier, France",https://www.les-creatures.com/,contact@les-creatures.com,04 34 11 90 01,contacted
