name,country,city,type,address,website,email,phone,status
Le Géant des Beaux-Arts Toulouse,France,Toulouse,hobby shop,"14-16 Bd Lazare Carnot, 31000 Toulouse, France",https://www.geant-beaux-arts.fr/,bienvenue@geant-beaux-arts.fr,05 34 26 51 90,contacted
La Papéthèque,France,Toulouse,hobby shop,"32 Rue de Metz, 31000 Toulouse, France",https://la-papetheque-enligne.com/,contact@la-papetheque-enligne.com,05 61 52 09 03,contacted
Violet's Treasures,France,Toulouse,gift shop,"73 Rue de la Pomme, 31000 Toulouse, France",http://www.lestresorsdeviolette.com/,lestresorsdeviolette31@gmail.com,05 61 21 72 52,contacted
L'idée Cadeaux,France,Toulouse,gift shop,"21 Rue des Puits Clos, Pl. Roger Salengro, 31000 Toulouse, France",https://lideetoulouse.fr/,contact@lideetoulouse.fr,05 61 23 61 02,contacted
La Maison de la Violette,France,Toulouse,gift shop,"Sur le Canal du Midi face, 3 Bd Bonrepos, 31000 Toulouse, France",https://www.lamaisondelaviolette.com/,02violette@lamaisondelaviolette.com,05 61 99 01 30,contacted
VOUS,France,Toulouse,gift shop,"8 Rue Temponières, 31000 Toulouse, France",http://www.boutiquevous.fr/,contact@boutiquevous.fr,05 61 38 19 42,contacted
Centre Commercial Espace Saint Georges,France,Toulouse,gift shop,"51 Rue du Rempart Saint-Etienne, 31000 Toulouse, France",https://www.lesboutiquessaintgeorges.com/,lesboutiquessaintgeorges@terranae.com,05 61 12 23 00,contacted
Toulouse Boutiques,France,Toulouse,gift shop,"46 Rue du Languedoc, 31000 Toulouse, France",https://toulouseboutiques.com/,contact@toulouseboutiques.com,06 28 13 36 47,contacted
SLOW Concept,France,Toulouse,concept store,"10 Rue Sainte-Ursule, 31000 Toulouse, France",http://www.slowconcept.fr/,contact@slowconcept.fr,05 81 60 34 12,contacted
Le Quotidien Concept Store,France,Toulouse,concept store,"47 Rue de la Pomme, 31000 Toulouse, France",http://www.lequotidienstore.com/,info@lequotidienstore.com,04 71 47 93 20,contacted
Le Kap Shop x PREGO,France,Toulouse,concept store,"5 bis Rue de Mirepoix, 31000 Toulouse, France",http://www.lekapshop.fr/,lekapshop31@gmail.comdu,,
Carpe Diem Déco,France,Toulouse,concept store,"18 R. d'Astorg, 31000 Toulouse, France",https://www.carpediemdeco.com/,contact@carpediemdeco.com,09 81 85 85 49,contacted
Claire NAA concept store,France,Toulouse,concept store,"6 Rue du Coq d'Inde, 31000 Toulouse, France",http://www.claire-naa.com/,14claire@claire-naa.com,06 61 99 52 14,contacted
JSST Jeux,France,Nice,board game store,"8 Rue d'Alger, 06000 Nice, France",http://www.jsstjeux.fr/,jsstjeux@yahoo.frfacebook,04 89 08 02 65,
Ouvre Ton Booster,France,Nice,board game store,"44 Bd Joseph Garnier, 06000 Nice, France",https://www.ouvretonbooster.com/,contact@ouvretonbooster.com,04 22 13 16 98,contacted
"LES BEAUX JOUEURS - Boutique & Bar - Vins Naturels, Fromages, Jeux de société",France,Nice,board game store,"1 Rue Vernier, 06000 Nice, France",http://www.lesbeauxjoueurs.com/,contact@lesbeauxjoueurs.com,09 51 83 77 76,contacted
Amour des jeux,France,Nice,board game store,"46 Av. Paul Granet, 06390 Berre-les-Alpes, France",https://www.amourdesjeux.com/,contact@amourdesjeux.com,09 84 11 29 59,contacted
Le Pion Passé,France,Nice,board game store,"22 Bd Raimbaldi, 06000 Nice, France",https://www.lepionpasse.com/,11contact@lepionpasse.comvotre,09 84 30 45 11,
Gamecash,France,Nice,board game store,"217 avenue Eugène Donadeï Centre Commercial Cap3000 aile sud à l'étage, 06700 Saint-Laurent-du-Var, France",https://www.gamecash.fr/magasin-gamecash-nice-m182.html,nice@gamecash.fr,09 88 58 72 92,contacted
NICE,France,Nice,board game store,"Av. Jean Médecin, 06000 Nice, France",https://www.lagranderecre.fr/magasins/nice.html,rgpd@lagranderecre.com,04 93 92 39 60,contacted
Trollune,France,Nice,board game store,"25 Rue Sébastien Gryphe, 69007 Lyon, France",http://www.trollune.fr/,trollune@trollune.fr,04 78 69 85 56,contacted
Mad In Japan,France,Nice,board game store,"58 Av. de la Gare, 06800 Cagnes-sur-Mer, France",http://www.madinjapan.fr/,contact-site@madinjapan.fr,04 93 01 33 50,contacted
JouéClub,France,Nice,board game store,"Avenue Notre Dame, 06000 Nice, France",https://www.joueclub.fr/magasin/joueclub-nice-contesso-1.html,contesso.joueclub@gmail.com,04 93 85 43 10,contacted
Nice Sports & Games,France,Nice,game shop,"18 Av. Thiers, 06000 Nice, France",https://www.nsportsngames.com/,contact@nsportsngames.comt,06 67 30 97 12,
JouéClub,France,Nice,toy store,"Centre Commercial Nice Valley, Stade Allianz Riviera, Rue Alain Mimoun, 06200 Nice, France",https://www.joueclub.fr/magasin/joueclub-nice-contesso-2.html,contesso2joueclub@gmail.com,04 93 72 37 31,contacted
Fêter & Recevoir Nice,France,Nice,toy store,"92 Bd des Jardiniers, 06200 Nice, France",https://www.feter-recevoir.com/,web@feter-recevoir.compour,04 93 41 89 85,
Karuseru,France,Nice,Japanese store,"35 Bd Dubouchage, 06000 Nice, France",https://www.karuseru-nice.fr/,contact@karuseru-nice.fr,04 92 09 13 31,contacted
iRASSHAi,France,Nice,Japanese store,"40 Rue du Louvre, 75001 Paris, France",https://irasshai.co/,hello@irasshai.co,01 84 74 35 30,contacted
Onakaya restaurant,France,Nice,Japanese store,"12 Pass. Masséna, 06000 Nice, France",https://onaka-group.com/onakaya/,onakaya@onaka-group.com,04 22 91 69 71,contacted
Nekoten - Boutique Japonaise & Pop Culture,France,Nice,Japan shop,"93 Av. de Nice, 06800 Cagnes-sur-Mer, France",http://www.nekoten.fr/,contact@nekoten.fr,04 93 56 85 69,contacted
Modélisme 2000,France,Nice,hobby shop,"9 Rue de l'Hôtel des Postes, 06000 Nice, France",http://www.modelisme-2000-nice.com/,contact@modelisme-2000-nice.com,04 93 13 90 09,contacted
Le Géant des Beaux-Arts in Nice,France,Nice,hobby shop,"20 Rue Gubernatis, 06000 Nice, France",https://www.geant-beaux-arts.fr/,bienvenue@geant-beaux-arts.fr,04 92 00 95 85,contacted
Hunters Quest,France,Nice,hobby shop,"22 Rue Marceau, 06000 Nice, France",https://huntersquest.fr/,huntersquest.fr@gmail.com,04 93 13 87 02,contacted
Les Ateliers illustrés,France,Nice,hobby shop,"Les ateliers illustrés, 9 Rue Emmanuel Philibert, 06300 Nice, France",http://www.lesateliersillustres.com/,lesateliersillustres@gmail.com,04 97 19 39 64,contacted
Maison Franco,France,Nice,hobby shop,"19 Rue Pastorelli, 06000 Nice, France",http://www.maison-franco.com/?utm_source=gmb,franco.maison@orange.fr,04 93 85 25 20,contacted
