name,country,city,type,address,website,email,phone,status
Handverkshúsið,Iceland,Reykjavik,hobby shop,"Rauðagerði 25, 108 Reykjavík, Iceland",http://www.handverkshusid.is/,handverkshusid@handverkshusid.is,555 1212,
The Handknitting Association of Iceland,Iceland,Reykjavik,hobby shop,"Skólavörðustígur 19, 101 Reykjavík, Iceland",http://www.handknitted.is/,handknit@handknit.is,552 1890,
Glit ehf,Iceland,Reykjavik,hobby shop,"Krókháls, 110 Reykjavík, Iceland",http://www.glit.is/,glit@glit.is,587 5411,
AFF Concept,Iceland,Reykjavik,concept store,"Laugavegur 34, 101 Reykjavík, Iceland",https://www.aff.is/,aff@aff.is,777 2281,
Kronkron,Iceland,Reykjavik,concept store,"Laugavegur 63, 101 Reykjavík, Iceland",https://kronkron.com/,kron@kron.is,562 8388,
As We Grow store & design studio,Iceland,Reykjavik,concept store,"Tryggvagata 23, 101 Reykjavík, Iceland",https://aswegrowiceland.com/,shop@aswegrow.is,519 3100,
Thorvaldsens Bazar,Iceland,Reykjavik,concept store,"Austurstræti 4, 101 Reykjavík, Iceland",http://www.thorvaldsens.is/,bazar@thorvaldsens.is,551 3509,
Aftur Clothing,Iceland,Reykjavik,concept store,"back entrance, Ármúli 44, 108 Reykjavík, Iceland",http://www.aftur.is/,aftur@aftur.is,775 1000,
Mikado,Iceland,Reykjavik,concept store,"Kolagata Hafnartorg, 101 Reykjavík, Iceland",http://mikado.store/,mikado@mikado.store,792 7700,
Andrá Reykjavík,Iceland,Reykjavik,concept store,"Laugavegur 16, 101 Reykjavík, Iceland",http://andrareykjavik.is/,andra@andrareykjavik.com,537 0770,
Wasteland,Iceland,Reykjavik,concept store,"Ingólfsstræti 5, 101 Reykjavík, Iceland",http://www.wasteland.is/,wasteland@wasteland.is,791 1500,
Skálda bókabúð,Iceland,Reykjavik,bookstore,"Vesturgata 10a, 101 Reykjavík, Iceland",http://skalda.is/,skalda@skalda.is,571 1060,
SALKA,Iceland,Reykjavik,bookstore,"Hverfisgata 89-93, 101 Reykjavík, Iceland",http://salka.is/,salka@salka.is,776 2400,
Bóksala Stúdenta,Iceland,Reykjavik,bookstore,"Sæmundargata 4, 102 Reykjavík, Iceland",http://www.boksala.is/,boksala@boksala.is,570 0777,
Smekkleysa Coffee & Record Shop,Iceland,Reykjavik,comic shop,"Hverfisgata 32 Entry from Hjartatorg or, Hverfisgata 32, 101 Reykjavík, Iceland",https://smekkleysa.net/,shop@smekkleysa.net,551 3730,
La Boutique Design,Iceland,Reykjavik,design shop,"Mýrargata 18, 101 Reykjavík, Iceland",http://www.laboutiquedesign.is/,contact@laboutiquedesign.is,762 2466,
Mjúk Iceland DESIGNER OUTLET,Iceland,Reykjavik,design shop,"Klapparstígur 29, 101 Reykjavík, Iceland",https://www.mjukiceland.com/,anna@mjukiceland.com,832 0567,
Anna María Design,Iceland,Reykjavik,design shop,"Skólavörðustígur 3, 101 Reykjavík, Iceland",https://www.annamariadesign.is/,annamaria@annamariadesign.is,551 0036,
Iceland Design Centre,Iceland,Reykjavik,design shop,"Bjargargata 1, 101 Reykjavík, Iceland",http://www.honnunarmidstod.is/,info@honnunarmidstod.is,771 2200,
Plantan Kaffihús,Iceland,Reykjavik,tabletop cafe,"Njálsgata 64, 101 Reykjavík, Iceland",http://plantankaffihus.is/,plantankaffihus@plantankaffihus.is,510 6464,
Kaffifélagið,Iceland,Reykjavik,tabletop cafe,"Skólavörðustígur 10, 101 Reykjavík, Iceland",http://www.kaffifelagid.is/,einar@kaffifelagid.is,840 8229,
Hard Rock Cafe Reykjavik,Iceland,Reykjavik,tabletop cafe,"Lækjargata 2A, 101 Reykjavík, Iceland",https://cafe.hardrock.com/reykjavik/,info@hrcreykjavik.com,560 0803,
