name,country,city,type,address,website,email,phone,status
Stelling City KunstnerArtikler,Denmark,Copenhagen,hobby shop,"Amagertorv 9, 1sal, 1160 København, Denmark",https://stellings.com/,info@dripscph.comtelefon,33 63 74 76,
Morfars.dk,Denmark,Copenhagen,hobby shop,"Hørkær 30, 2730 Herlev, Denmark",http://morfars.dk/,support@morfars.dk,,contacted
Uldstedet,Denmark,Copenhagen,hobby shop,"Vendersgade 3, 1363 København, Denmark",http://uldstedet.dk/,webshop@uldstedet.dk,33 91 17 71,contacted
Risløv Hobby,Denmark,Copenhagen,hobby shop,"Irmingersgade 13, Kld, 2100 København, Denmark",http://www.risloev-hobby.dk/,info@risloev-hobby.dk,35 25 15 73,contacted
Danish Souvenirs & Luggages,Denmark,Copenhagen,gift shop,"Amagertorv 9, 1160 København, Denmark",http://www.danishsouvenirs.dk/,info@danishsouvenirs.dk,52 82 72 00,contacted
Danish Souvenirs,Denmark,Copenhagen,gift shop,"Højbro Pl. 17, 1200 København, Denmark",http://www.danishsouvenirs.dk/,info@danishsouvenirs.dk,31 89 03 55,contacted
Danish Souvenirs & luggages,Denmark,Copenhagen,gift shop,"Østergade 10, 1100 København, Denmark",http://www.danishsouvenirs.dk/,info@danishsouvenirs.dk,31 89 03 55,contacted
Danish Souvenirs,Denmark,Copenhagen,gift shop,"Frederiksberggade 25B, 1459 København, Denmark",http://www.danishsouvenirs.dk/,info@danishsouvenirs.dk,31 89 03 55,contacted
Danish Souvenirs,Denmark,Copenhagen,gift shop,"Østergade 17, 0 Lebel, 1100 København, Denmark",https://www.danishsouvenirs.dk/,info@danishsouvenirs.dk,31 84 37 51,contacted
Copenhagen Souvenir & Design,Denmark,Copenhagen,gift shop,"Østergade 11, 1100 København, Denmark",http://copenhagensouvenir.com/,service@copenhagensouvenir.com,33 36 27 43,contacted
Danish Souvenirs,Denmark,Copenhagen,gift shop,"Købmagergade 9, 1150 København, Denmark",http://www.danishsouvenirs.dk/,info@danishsouvenirs.dk,60 24 32 24,contacted
Viking Souvenirs,Denmark,Copenhagen,gift shop,"Østergade 1, 1100 København, Denmark",https://www.vikingsouvenir.dk/,info@dvikingsouvenir.dk,31 86 68 00,
Viking Souvenirs,Denmark,Copenhagen,gift shop,"Frederiksberggade 26, 1459 København, Denmark",https://www.vikingsouvenir.dk/,info@dvikingsouvenir.dk,31 89 03 55,
Copenhagen Souvenir & Design World of Memories,Denmark,Copenhagen,gift shop,"Frederiksborggade 7, 1360 København, Denmark",http://copenhagensouvenir.com/,service@copenhagensouvenir.com,,contacted
Danish Souvenirs,Denmark,Copenhagen,gift shop,"Nygade 3, 1164 København, Denmark",http://www.danishsouvenirs.dk/,info@danishsouvenirs.dk,50 19 26 03,contacted
Welcome Giftshop & Souvenirs,Denmark,Copenhagen,gift shop,"Vesterbrogade 1h, 1620 København, Denmark",https://www.welcomegiftshop.dk/,contact@welcomegiftshop.dk,53 85 19 59,contacted
Copenhagen Souvenir & Design,Denmark,Copenhagen,gift shop,"Frederiksberggade 23, 1459 København, Denmark",https://copenhagensouvenir.com/copenhagen-souvenir-frederiksberggade-23/,service@copenhagensouvenir.com,32 13 68 05,contacted
Danish Souvenir & Luggage,Denmark,Copenhagen,gift shop,"Bredgade 49, 1260 København, Denmark",https://danishsouvenirs.dk/,info@danishsouvenirs.dk,71 56 00 53,contacted
Ducky Memories,Denmark,Copenhagen,gift shop,"Købmagergade 65, 1150 København, Denmark",https://www.duckymemories.dk/,info@duckymemories.dk,60 24 32 24,contacted
Welcome Giftshop & Souvenirs,Denmark,Copenhagen,gift shop,"Kongens Nytorv 21, 1050 København, Denmark",http://www.welcomegiftshop.dk/,contact@welcomegiftshop.dk,31 50 08 54,contacted
Duck Haven,Denmark,Copenhagen,gift shop,"Vimmelskaftet 47, 1161 København, Denmark",https://www.duckhaven.dk/,info@duckhaven.dk,27 28 45 58,contacted
Res-Res,Denmark,Copenhagen,concept store,"Guldbergsgade 29D, 2200 København N, Denmark",http://res-res.com/,n.denmarkinfo@respectresources.dk,55 20 57 57,contacted
Storm - design art fashion,Denmark,Copenhagen,concept store,"Store Regnegade 1, 1110 København, Denmark",https://www.stormfashion.dk/,info@stormfashion.dk,33 93 00 14,contacted
Hygge Original,Denmark,Copenhagen,concept store,"Amagertorv 11, 1160 København, Denmark",https://hyggeoriginal.com/,contact@welcomegiftshop.dk,53 89 19 59,contacted
Henrik Vibskov Boutique,Denmark,Copenhagen,concept store,"Gammel Mønt 14, 1117 København, Denmark",http://henrikvibskovboutique.com/,contact@henrikvibskov.comopening,33 14 61 00,
Store 51,Denmark,Copenhagen,concept store,"Østerbrogade 51, 2100 København, Denmark",http://www.store51.dk/,info@store51.dk,30 23 32 31,contacted
Another view,Denmark,Copenhagen,concept store,"Store Kongensgade 85, 1264 København, Denmark",http://anotherview.dk/,info@anotherview.dk,42 70 02 24,contacted
Trollbeads Concept Store Copenhagen,Denmark,Copenhagen,concept store,"Grønnegade 3, 1107 Indre By, Denmark",https://www.trollbeads.dk/,shop.copenhagen@trollbeads.comadresse,61 16 39 90,
Shop.,Denmark,Copenhagen,concept store,"Værnedamsvej 3A, 1819 Frederiksberg, Denmark",http://www.shopkbh.dk/,shop.vaernedamsvej@gmail.com,33 22 00 16,contacted
Sweaterhouse By Badolina Denmark,Denmark,Copenhagen,concept store,"Frederiksberggade 34, 1459 København, Denmark",https://badolina.dk/,service@badolina.dkaddress,28 59 13 05,
Games Aarhus,Denmark,Aarhus,board game store,"Klostergade 15, 8000 Aarhus Centrum, Denmark",http://www.gamesweb.dk/,info@gamesweb.dk,29 84 16 14,contacted
Epic Panda,Denmark,Aarhus,board game store,"Frederiksgade 50kl, Frederiksgade 50, 8000 Aarhus, Denmark",http://www.epicpanda.dk/,support@epicpanda.dk,27 50 80 32,contacted
