name,country,city,type,address,website,email,phone,status
Le Bonhomme De Bois - Rennes,France,Rennes,board game store,"19 Rue du Champ Jacquet, 35000 Rennes, France",https://www.bonhommedebois.com/bonhomme-de-bois-rennes?utm_source=google&utm_medium=organic&utm_campaign=FicheGoogleMyBusinessRennes,serviceclient@bonhommedebois.com,02 99 26 06 54,
Leconte Toys Joueclub,France,Rennes,board game store,"4 Rue d'Isly, 35000 Rennes, France",https://www.joueclub.fr/magasin/joueclub-rennes.html,lecontejoueclub@orange.fr,02 99 31 51 12,
Ankor - Centre multi-loisirs indoor,France,Rennes,board game store,"1 Rue des Landelles, 35510 Cesson-Sévigné, France",https://www.ankoraventure.fr/,contact@ankoraventure.fr,02 23 61 26 70,
Chou Du Volant,France,Rennes,toy store,"4 Sq. Général Koénig, 35000 Rennes, France",http://www.chouduvolant.com/,contact@chouduvolant.com,07 89 58 47 43,
SAKURA YA,France,Rennes,Japanese store,"15 Rue Saint-Melaine, 35000 Rennes, France",https://www.lessakura.fr/,contact@etre-visible.local.fr,02 21 07 82 60,
Japan Market,France,Rennes,Japanese store,"27 Rue Saint-James, 33000 Bordeaux, France",http://www.japanmarket.fr/,serviceclient@japanmarket.fr,09 84 01 45 29,
oko cafe japonais,France,Rennes,Japanese store,"10 Rue Baudrairie, 35000 Rennes, France",https://www.oko-cafe.fr/,cafeokocaferennes@gmail.com,02 99 77 96 80,
JAPAN MARKET (PESSAC),France,Rennes,Japanese store,"5 Rue André Pujol, 33600 Pessac, France",http://www.japanmarket.fr/,serviceclient@japanmarket.fr,05 56 96 31 92,
Manga-T Rennes,France,Rennes,Japan shop,"30 Rue du Pré Botté, 35000 Rennes, France",https://manga-t.fr/manga-t/rennes/,rennes@manga-t.fr,06 52 67 78 75,
UNIQLO RENNES,France,Rennes,Japan shop,"25 Rue du Champ Jacquet, 35000 Rennes, France",https://www.uniqlo.com/fr/fr/home?utm_campaign=local&utm_medium=organic&utm_source=google,contactusfr@uniqlo.eu,,
RC-Performance,France,Rennes,hobby shop,"2 Rue Carrick On Shannon, 35510 Cesson-Sévigné, France",http://rc-performance.com/,contact@rc-performance.com,02 99 85 53 28,
Le Géant des Beaux-Arts Rennes,France,Rennes,hobby shop,"58 Rue Poullain Duparc, 35000 Rennes, France",https://www.geant-beaux-arts.fr/,bienvenue@geant-beaux-arts.fr,02 99 35 88 90,
JS GALLERY (Korean concept store),France,Rennes,hobby shop,"9 Rue du Pré Botté, 35000 Rennes, France",http://www.jsgallery.fr/,rennescontact@jsgallery.fr,02 22 66 47 70,
Margaux Déco,France,Rennes,gift shop,"4 Rue d'Isly, 35000 Rennes, France",http://www.margaux-deco.fr/,contact@margaux-deco.fr,02 99 35 07 08,
A l'heure des rêves - Cadeaux et Salon de thé,France,Rennes,gift shop,"19 Rue Salomon de Brosse, 35000 Rennes, France",https://alheuredesreves.fr/,boutique@alheuredesreves.fr,06 12 74 68 39,
Le Grand Comptoir Rennes - Family concept-store,France,Rennes,concept store,"Rue René Collin, 35000 Rennes, France",http://www.legrandcomptoir.com/,00hello@legrandcomptoir.com,02 99 30 01 34,
Concept Store Photo - André Percepied,France,Rennes,concept store,"4 Rue du Pré Botté, 35000 Rennes, France",https://www.conceptstorephoto.fr/content/14-magasin-materiel-photo-rennes,nantes@conceptstorephoto.fr,02 99 79 23 40,
Madame.,France,Rennes,concept store,"6 Rue Beaumanoir, 35000 Rennes, France",http://www.monsieurmadame-boutique.fr/,contact@monsieur-boutique.fr,02 99 64 40 66,
L'Odyssée des Jeux,France,Reims,board game store,"113 Rue de Vesle, 51100 Reims, France",http://www.lodysseedesjeux.fr/,contact@lodysseedesjeux.fr,03 26 24 34 74,
HEROES SANCTUARY,France,Reims,board game store,"53 Pl. Drouet d'Erlon, 51100 Reims, France",https://heroes-sanctuary.odoo.com/,heroes.sanctuary.reims@gmail.com,03 26 83 04 24,
Warhammer,France,Reims,board game store,"10 Av. Jean Jaurès, 51100 Reims, France",https://www.warhammer.com/fr-FR/home,press@gwplc.comtalk,03 26 35 57 67,
Ô BARJEUX,France,Reims,board game store,"11 Av. Edmond Michelet, 51100 Reims, France",https://www.obarjeux.fr/,contact@obarjeux.fr,06 87 51 44 06,
Bonhomme de Bois Reims - Magasin de jouets,France,Reims,board game store,"13 Pass. Subé, 51100 Reims, France",https://www.bonhommedebois.com/bonhomme-de-bois-reims,serviceclient@bonhommedebois.com,03 26 05 76 01,
Reims dés Jeux,France,Reims,board game store,"« La Grande Malle », 41 Rue Jeanne-d'Arc, 51100 Reims, France",http://reimsdesjeux.fr/,reimsdesjeux@gmail.com,,
JouéClub,France,Reims,board game store,"7 Rue de Talleyrand, 51100 Reims, France",https://www.joueclub.fr/magasin/joueclub-reims.html,le-royaume-du-jouet@wanadoo.fr,03 26 47 41 26,
Le Géant des Beaux-Arts Reims,France,Reims,hobby shop,"1 Rue des Romains, 51100 Reims, France",https://www.geant-beaux-arts.fr/,bienvenue@geant-beaux-arts.fr,03 26 77 07 40,
A l'Iris de Florence,France,Reims,gift shop,"8 Rue de Talleyrand, 51100 Reims, France",http://www.vitrinesdereims.com/commerces/a-l-iris-de-florence_416.html,contact@vitrinesdereims.com,03 26 47 30 85,
La Chaise Longue,France,Reims,gift shop,"HYPER U, Rue Jacques de La Giraudière, 51100 Reims, France",https://www.lachaiselongue.fr/pages/reims,lcl.reimsvillage@chaiselongue.com,03 26 04 66 79,
DP HOME - Cabinet d'architecture d'intérieur / Concept store,France,Reims,concept store,"24 Rue Thiers, 51100 Reims, France",http://www.dphome.fr/,contact@dphome.fr,03 26 09 20 84,
Le Décalé - Café Ludique / Boutique de jeux,France,Le Havre,board game store,"27 Rue Turenne, 76600 Le Havre, France",https://www.decale-cafe-le-havre.com/,decalecafe@gmail.com,09 54 84 43 97,
"Jeu de rôle, The Dragonchiffchaff",France,Le Havre,board game store,"86 Rue Jules Siegfried, 76600 Le Havre, France",https://www.dragonchiffchaff.com/,dm@dragonchiffchaff.com,06 71 09 87 03,
Bonhomme de Bois - Le Havre - Magasin de jouets,France,Le Havre,board game store,"65 Rue Paul Doumer, 76600 Le Havre, France",https://www.bonhommedebois.com/bonhomme-de-bois-le-havre,serviceclient@bonhommedebois.com,02 35 21 38 68,
Docks Vauban,France,Le Havre,game shop,"70 Quai Frissard, 76600 Le Havre, France",http://www.docksvauban.com/,f.vasquez@docksvauban.com,02 35 11 33 60,
POP'IZ,France,Le Havre,toy store,"22 Rue Casimir Périer, 76600 Le Havre, France",https://popiz.fr/,contact@popiz.fr,02 32 73 29 81,
Babayoshi - Le Havre,France,Le Havre,Japanese store,"34 Rue Edouard Herriot, 76600 Le Havre, France",https://babayoshi.fr/,contact@babayoshi.fr,02 35 11 33 77,
iRASSHAi,France,Le Havre,Japanese store,"40 Rue du Louvre, 75001 Paris, France",https://irasshai.co/,hello@irasshai.co,01 84 74 35 30,
Fujiya Sushi I Buffet à volonté,France,Le Havre,Japanese store,"30-34 Cr de la République, 76600 Le Havre, France",https://lh.fujiyasushi.fr/,lehavre@fujiyasuhi.fr,02 32 92 04 41,
Sushi Makers,France,Le Havre,Japanese store,"18 Pl. du Général de Gaulle, 76600 Le Havre, France",http://www.sushimakers.fr/,contact@sushimakers.fradresses,02 31 15 09 15,
Nishikidōri - Le Comptoir des Poivres,France,Le Havre,Japan shop,"6 Rue Villédo, 75001 Paris, France",https://www.nishikidori.com/fr/,sav@nishikidori.com,01 42 86 19 59,
Carre Des Docks Le Havre Normandy,France,Le Havre,Japan shop,"64 Quai de la Réunion, 76600 Le Havre, France",http://www.dockslehavre.com/,info@dockslehavre.com,02 32 92 52 52,
