name,country,city,type,address,website,email,phone,status
Baxter & Bobby Bloom!,Denmark,Odense,gift shop,"Overgade 14, 5000 Odense, Denmark",https://www.bbbloom.dk/,info@bbbloom.dk,93 93 60 89,
Bohemian Wonders,Denmark,Odense,concept store,"Sdr. Boulevard 154, 5000 Odense, Denmark",http://bohemianwonders.shop/,mail@bohemianwonders.shop,,
The & Idea,Denmark,Odense,concept store,"Vestergade 19, 5000 Odense, Denmark",http://theogide.dk/,info@theogide.dk,66 14 04 56,
Kupeen & Co - Tøjbutik Odense,Denmark,Odense,concept store,"Ørbækvej 75, 181, 5220 Odense, Denmark",https://kupeenogco.dk/,odense@ogco.dk,30 30 51 20,
FashionDeluxe.dk,Denmark,Odense,concept store,"Hestehaven 21, K, 5260 Odense S, Denmark",https://www.fashiondeluxe.dk/,mailto:info@fashiondeluxe.dk,65 90 45 89,
Eva Hvolbek,Denmark,Odense,concept store,"Kongensgade 48, 5000 Odense, Denmark",http://evahvolbek.dk/?page_id=2,evahvolbek@mail.dk,66 17 70 00,
Concept,Denmark,Odense,concept store,"Jernbanegade 9, 4200 Slagelse, Denmark",http://www.concept-mode.dk/,info@conceptmode.dk,30 14 30 17,
The Pie Project,Denmark,Odense,concept store,"Vintapperstræde 49, 5000 Odense, Denmark",http://www.thepieproject.dk/,thepieprojectdk@gmail.comhourstuesday,50 10 69 04,
Creative Space Odense,Denmark,Odense,concept store,"Amfipladsen 3, 5000 Odense, Denmark",https://creative-space.dk/,lyngby@creative-space.dk,33 79 00 70,
Klassisk Design,Denmark,Odense,concept store,"Skibhusvej 97, 5000 Odense, Denmark",http://klassisk-design.dk/,kontakt@klassisk-design.dk,28 19 90 50,
Spilforsyningen,Denmark,Aalborg,board game store,"Bispensgade 34, 9000 Aalborg, Denmark",http://spilforsyningen.dk/,support@spilforsyningen.dk,30 70 61 92,
Aalborg Boghandel,Denmark,Aalborg,board game store,"Østerågade 6, 9000 Aalborg, Denmark",http://dinboghandel.dk/,20e-mailweb@dinboghandel.dk,98 12 75 00,
Læsehesten,Denmark,Aalborg,board game store,"Reberbansgade 7, 9000 Aalborg, Denmark",https://laesehesten.dk/,info@laesehesten.dk,98 16 61 14,
Aalborg HOBBY Service,Denmark,Aalborg,board game store,"Nørregade 18, 9000 Aalborg, Denmark",http://www.hobbydirect.dk/,info@hobbydirect.dk,98 12 13 15,
Spilcaféen Aalborg,Denmark,Aalborg,board game store,"Bredegade 3, 9000 Aalborg, Denmark",https://spilcafeen.dk/,kolding@spilcafeen.dk,81 11 90 09,
STRAKSSALG.DK - Aalborg,Denmark,Aalborg,game shop,"Boulevarden 18, 9000 Aalborg, Denmark",https://strakssalg.dk/,info@strakssalg.dk,,
VRgame - FUNFINITY Aalborg,Denmark,Aalborg,game shop,"Løvbakken 4A, 9400 Nørresundby, Denmark",https://vrgame.dk/,info@vrgame.dk,60 90 58 38,
