name,country,city,type,address,website,email,phone,status
Henry & Henriette,France,Nantes,hobby shop,"8 Rue des Trois Croissants, 44000 Nantes, France",https://henryethenriette.com/,contacthenryethenriette@gmail.com,02 53 45 02 69,contacted
The Wizard's Shop,France,Nantes,gift shop,"Passage Pommeraye Angle galerie centrale et galerie Régnier, niveau 1, 44000 Nantes, France",https://the-wizards-shop.com/fr/,contact@the-wizards-shop.com,01 85 09 74 50,contacted
Le Flamant Bleu - Boutique de créateurs français -,France,Nantes,gift shop,"1 Rue du Château, 44000 Nantes, France",http://www.leflamantbleuboutique.fr/,leflamantbleuboutique@gmail.com,02 53 97 18 38,contacted
"Bulles de neige, badges et magnets personnalisés",France,Nantes,gift shop,"Atelier CLUB CRAYON, 2 Pl. Félix Fournier, 44000 Nantes, France",http://www.bulles-de-neige.com/,nantesbullesdeneige@gmail.com,,contacted
Biscuiterie La Trinitaine - Nantes,France,Nantes,gift shop,"4 Pl. Saint-Pierre, 44000 Nantes, France",https://www.latrinitaine.com/,service-client@latrinitaine.com,02 40 20 33 36,contacted
Sous Les Etoiles Exactement,France,Nantes,gift shop,"13 Rue des Carmes, 44000 Nantes, France",http://souslesetoilesexactement.com/,+@maisonsaudade.deconos,02 40 89 66 15,
Septembre concept store,France,Nantes,concept store,"20 Rue Jean Jaurès, 44000 Nantes, France",https://septembre-conceptstore.com/,hello@relume.io,02 40 20 00 35,contacted
House of California,France,Nantes,concept store,"5 Rue des Trois Croissants, 44000 Nantes, France",http://www.houseofcalifornia.com/,hello@houseofcalifornia.com,02 40 84 29 01,contacted
Concept Store Photo - André Percepied,France,Nantes,concept store,"2 Pl. de la Petite Hollande, 44000 Nantes, France",https://www.conceptstorephoto.fr/content/13-magasin-materiel-photo-nantes,rennes@conceptstorephoto.fr,02 40 69 61 36,contacted
DODÉ La boutique atelier,France,Nantes,concept store,"10 Rue Franklin, 44000 Nantes, France",https://dode-laboutiqueatelier.fr/,contact@dode-laboutiqueatelier.fr,02 28 44 29 95,contacted
5 PM Store,France,Nantes,concept store,"Passage Cœur de Nantes, 10 Rue Santeuil, 44000 Nantes, France",http://www.5pm.fr/,info@5pm.fr,,contacted
Season,France,Nantes,concept store,"19 Rue de la Paix, 44000 Nantes, France",http://www.seasonstore.fr/,seasonstorenantes@gmail.com,09 78 80 07 89,contacted
Kapsule Ephémère,France,Nantes,concept store,"10 Rue Prte Neuve, 44000 Nantes, France",https://www.kapsule-ephemere.fr/,kapsule@orange.fr,02 28 29 48 97,contacted
SINGULIER STORE,France,Nantes,concept store,"28 Rue Scribe, 44000 Nantes, France",http://singulier-store.com/,hello@singulier-store.com,06 60 08 78 47,contacted
BRUT Sélection d'Objets Inspirés,France,Nantes,concept store,"19 Rue du Château, 44000 Nantes, France",https://www.boutiquebrut.com/,boutiquebrut@gmail.combrut,02 55 10 56 89,
GeeKing Dome Strasbourg,France,Strasbourg,board game store,"8 a Rue du Maire Kuss, 67000 Strasbourg, France",http://geekingdome.com/,contact@geekingdome.com,09 70 99 47 47,contacted
Fungames,France,Strasbourg,board game store,"21 Rue du Chemin de Fer, 67450 Lampertheim, France",https://www.fungamesnet.fr/,contact@fungamesnet.fr,07 45 00 98 76,contacted
Vent Divin - Librairie Manga et Jeux de Société,France,Strasbourg,board game store,"16 Rue de la Division Leclerc, 67000 Strasbourg, France",http://www.ventdivin.com/,contact@ventdivin.com,09 51 42 75 87,contacted
Masterset,France,Strasbourg,board game store,"9 Rue de Soleure, 67000 Strasbourg, France",https://masterset.store/,sav.masterset@gmail.com,,contacted
DOOZ ESCAPE GAME STRASBOURG,France,Strasbourg,board game store,"12 Rue des Magasins, 67000 Strasbourg, France",http://www.doozescape.com/,contact.dooztcg@gmail.com,07 88 58 63 61,contacted
TOTEM - Café - Jeux de société - BD - Manga,France,Strasbourg,board game store,"41 Rue Principale, 67300 Schiltigheim, France",https://www.librairie-totem.fr/,contact@librairie-totem.com,09 55 39 08 89,contacted
Baraka Jeux Strasbourg,France,Strasbourg,board game store,"6 Pl. de l'Homme de Fer, 67000 Strasbourg, France",https://www.barakajeuxstrasbourg.fr/,barakajeuxstrasbourg@gmail.com,03 90 23 18 16,contacted
Gamecash,France,Strasbourg,game shop,"34 Rue des Tuileries, 67460 Souffelweyersheim, France",https://www.gamecash.fr/magasin-gamecash-strasbourg-m189.html,strasbourg@gamecash.fr,03 65 67 49 02,contacted
Ernestine Games,France,Strasbourg,game shop,"19 Bd de Nancy, 67000 Strasbourg, France",http://ernestine-games.com/,info@ernestine-games.com,03 69 73 48 45,contacted
Le Bonhomme de bois,France,Strasbourg,toy store,"12 Rue du 22 Novembre, 67000 Strasbourg, France",https://www.bonhommedebois.com/bonhomme-de-bois-strasbourg?utm_source=google&utm_medium=organic&utm_campaign=FicheGoogleMyBusinessStrasbourg,serviceclient@bonhommedebois.com,03 88 51 52 19,contacted
La Grande Récré RIVETOILE,France,Strasbourg,toy store,"3 Pl. Dauphine, 67100 Strasbourg, France",https://www.lagranderecre.fr/magasins/rivetoile.html,rgpd@lagranderecre.com,03 88 55 47 20,contacted
Terre d'Ours,France,Strasbourg,toy store,"8 Rue du Bouclier, 67000 Strasbourg, France",http://www.terredours.com/,hello@terredours.com,03 88 24 57 54,contacted
Le Géant des Beaux-Arts Strasbourg Gare,France,Strasbourg,hobby shop,"7 Rue Kuhn, 67000 Strasbourg, France",https://www.geant-beaux-arts.fr/,bienvenue@geant-beaux-arts.fr,03 90 22 21 14,contacted
Le Géant des Beaux-Arts - Strasbourg Koenigshoffen,France,Strasbourg,hobby shop,"91 Rte des Romains, 67200 Strasbourg, France",https://www.geant-beaux-arts.fr/,bienvenue@geant-beaux-arts.fr,03 90 20 40 20,contacted
Plaisirs d'Alsace,France,Strasbourg,gift shop,"13 Rue des Dentelles, 67000 Strasbourg, France",https://www.plaisirs-alsace.fr/,contact@plaisirs-alsace.fr,03 88 21 07 93,contacted
L'In Ô Sens,France,Strasbourg,gift shop,"2 Rue des Serruriers, 67000 Strasbourg, France",https://linosens.com/,linosens@free.fr,03 88 23 13 16,contacted
Tadzio,France,Strasbourg,concept store,"13 Rue des Juifs, 67000 Strasbourg, France",http://www.tadzio.fr/,hello@neuronthemes.com,03 88 25 66 06,contacted
