name,country,city,type,address,website,email,phone,status
Shaping New Tomorrow Aalborg,Denmark,Aalborg,concept store,"Østerågade 4A, 9000 Aalborg, Denmark",https://shapingnewtomorrow.dk/,info@shapingnewtomorrow.dk,42 90 90 24,
Loft By Loftet,Denmark,Aalborg,concept store,"Algade 5, 9000 Aalborg, Denmark",https://butler-loftet.dk/,reklamation@butler-loftet.dk,98 16 16 95,
Streetammo,Denmark,Aalborg,concept store,"Boulevarden 32, 9000 Aalborg, Denmark",http://www.streetammo.dk/,support@streetammo.dk,53 37 85 40,
deKARL,Denmark,Aalborg,concept store,"Bispensgade 23, 9000 Aalborg, Denmark",http://www.dekarl.dk/,info@dekarl.com,23 24 17 72,
MSCH Copenhagen,Denmark,Aalborg,concept store,"Algade 8, 9000 Aalborg, Denmark",https://www.mschcopenhagen.dk/,mailto:whistleblower@mosscopenhagen.com,41 30 11 15,
Bella Donna,Denmark,Aalborg,concept store,"Hobrovej 452, 9200 Aalborg, Denmark",https://belladonna-aalborg.dk/,info@belladonna-aalborg.dk,98 79 19 88,
NordicAfroDesign,Denmark,Aalborg,concept store,"Østerågade 20, 9000 Aalborg, Denmark",https://nordicafrodesign.dk/,info@nordicafrodesign.dk,31 76 58 85,
Companys Aalborg,Denmark,Aalborg,concept store,"Nytorv 11, 9000 Aalborg, Denmark",https://www.companys.com/companys-stores.aspx,cs-en@companys.com,98 14 00 81,
STÆHR Aalborg,Denmark,Aalborg,concept store,"Gravensgade 17, 9000 Aalborg, Denmark",https://staehr-aalborg.dk/,post@staehr-aalborg.dk,98 12 20 50,
Art By Me,Denmark,Aalborg,concept store,"Urbansgade 28, st, 9000 Aalborg, Denmark",https://www.artbyme.dk/,webshop@artbyme.dkinformation,27 63 32 32,
Fantasiapelit,Finland,Helsinki,board game store,"Kauppakeskus Citycenter, Kaivokatu 8 K1-kerros, 00100 Helsinki, Finland",http://www.fantasiapelit.com/,postimyynti@fantasiapelit.com,010 5831100,
Konsolinet,Finland,Helsinki,board game store,"Kauppakeskus, Urho Kekkosen katu 1 3.krs, 00100 Helsinki, Finland",https://www.konsolinet.fi/,tilaukset@konsolinet.fi,045 1389000,
Suomalainen Kirjakauppa,Finland,Helsinki,board game store,"Kauppakeskus Kamppi, E-taso, Urho Kekkosen katu 1, 00100 Helsinki, Finland",https://www.suomalainen.com/pages/kamppi,helsinki.kamppi@suomalainen.com,,
Café Boardgame,Finland,Helsinki,board game store,"Eerikinkatu 14, 00100 Helsinki, Finland",https://cafeboardgame.fi/,info@cafeboardgame.fi,050 5662613,
Oh My Game,Finland,Helsinki,board game store,"Myyrmäentie 4 A, 01600 Vantaa, Finland",http://www.ohmygame.fi/,info@ohmygame.fi,045 1642099,
Suomalainen Kirjakauppa Helsinki Aleksi 15,Finland,Helsinki,board game store,"Aleksanterinkatu 15, 00100 Helsinki, Finland",https://www.suomalainen.com/pages/aleksi-15,helsinki.aleksi15@suomalainen.com,,
Pieni Harrastepuoti,Finland,Helsinki,board game store,"Turkhaudantie 1, 00700 Helsinki, Finland",https://www.pieniharrastepuoti.com/,78359472pieniharrastepuoti@gmail.comy,045 78359472,
Suomalainen Kirjakauppa Helsinki Kauppakeskus Tripla,Finland,Helsinki,board game store,"Kauppakeskus Tripla, 2.kerros Länsi, Fredikanterassi 1, 00520 Helsinki, Finland",https://www.suomalainen.com/pages/kauppakeskus-tripla,helsinki.tripla@suomalainen.com,,
Halfmoon Game Cafe,Finland,Helsinki,board game store,"Keskuskatu 3 A, 00100 Helsinki, Finland",https://www.halfmoongamecafe.com/,info@halfmoongamecafe.com,041 3288337,
Heureka Shop,Finland,Helsinki,board game store,"Urho Kekkosen katu 1, 00100 Helsinki, Finland",http://www.heurekashop.fi/,shop@heureka.fi,040 9015150,
Sugoi Oy,Finland,Helsinki,game shop,"Teerisuonkuja 7 C, 00700 Helsinki, Finland",https://www.sugoi.fi/,info@sugoi.fi,,
Kamppi Helsinki,Finland,Helsinki,game shop,"Urho Kekkosen katu 1, 00100 Helsinki, Finland",https://www.kamppihelsinki.fi/,tavarasailytys@htp-palvelut.com,040 5670939,
Zicco,Finland,Helsinki,toy store,"Fredrikinkatu 35, 00120 Helsinki, Finland",http://www.zicco.fi/,info@zicco.fi,040 0808188,
FLEA lelukauppa,Finland,Helsinki,toy store,"FLEA Lelukauppa, Sturenkatu 40, 00550 Helsinki, Finland",https://www.flea.fi/,flea.lelukauppa@gmail.com,046 5676754,
Nallekauppa Little Teddy Shop,Finland,Helsinki,toy store,"Merimiehenkatu 10, 00150 Helsinki, Finland",https://nallekauppa.fi/,asiakaspalvelu@nallekauppa.fi,040 2217708,
Tieto-Nikkari Oy,Finland,Helsinki,toy store,"Ruoholahdenkatu 20, 00180 Helsinki, Finland",https://www.tietonikkari.fi/kauppa/,myynti@tietonikkari.fipuhelin,050 3000813,
Hobby Point,Finland,Helsinki,toy store,"Kaisaniemenkatu 7, 00100 Helsinki, Finland",http://www.hobbypoint.fi/,hobby@hobbypoint.fi,09 47801997,
Moomin Shop Lasipalatsi,Finland,Helsinki,toy store,"Mannerheimintie 22-24, 00100 Helsinki, Finland",https://www.moomin.com/,hello@moomin.com,040 6282757,
Head Hunter Store Finland,Finland,Helsinki,toy store,"Pälkäneentie 19a, 00510 Helsinki, Finland",http://www.headhunterstore.com/,account.hobbysupport@gmail.com,044 2747571,
Ketunleikki Oy,Finland,Helsinki,toy store,"Lämmittäjänkatu 6 3.krs, 00880 Helsinki, Finland",http://www.ketunleikki.fi/,info@ketunleikki.fi,040 7238463,
Stockmann Helsinki City Center,Finland,Helsinki,toy store,"Aleksanterinkatu 52, 00100 Helsinki, Finland",https://info.stockmann.com/info/tavaratalot/helsingin-keskusta/,hello@walley.fi,09 1211,
Tokyokan,Finland,Helsinki,Japanese store,"Annankatu 24, 00100 Helsinki, Finland",https://tokyokan.fi/,info@tokyokan.fi,09 6225553,
MUJI Helsinki,Finland,Helsinki,Japanese store,"kauppakeskus, Urho Kekkosen katu 1 4. krs, 00100 Helsinki, Finland",https://mujiravintola.fi/,ravintola@fi.muji.eu,010 2122532,
